卫生间	装修_毛	容积率_	绿化率_	物业费_	面积	地铁	学校	X	Y	建造年	房价
1	2	2.5	0.3	0.8	65.9	481.0859912	134.3102804	445206.9843	4419184.793	10	950
1	1	1.68	0.25	1.6	105.4	496.9443967	164.6749608	445840.4001	4418840.07	6	1700
1	2	0.4	0.25	1.2	75	709.299701	114.9655229	444847.7169	4419287.784	11	1220
1	1	1.5	0.3	2.28	74.1	57.52868842	480.9459601	445520.2329	4416856.443	9	1260
2	2	3.9	0.32	2.68	137.6	296.3654284	186.356719	452567.6171	4415072.328	29	1050
2	1	3	0.33	2.8	166.9	538.6994793	446.5645091	453653.9323	4415018.44	24	1100
1	2	1.2	0.25	0.8	61.3	462.3359239	440.9066851	453251.2891	4414668.082	14	395
1	2	1.2	0.3	0.9	48.6	419.0769499	221.7083242	452159.1744	4415607.3	18	333
1	1	2.83	0.3	2	37.2	446.9755185	487.9646851	453111.8372	4414819.985	2	265
1	2	2.5	0.2	0.9	47.3	567.9094913	422.5813694	453502.7033	4414242.849	4	330
1	2	4	0.48	2	76.1	247.2246458	251.7485686	454126.5048	4414704.258	6	478
1	2	1.2	0.35	0.5	81.7	523.7352248	654.2494141	455137.482	4414682.001	16	500
1	2	5.13	0.3	0.5	56	240.3189064	255.9992635	453180.9497	4414332.608	21	360
1	2	1.5	0.3	0.6	57.5	247.6538827	74.08057464	452605.1847	4414518.555	4	310
1	1	2	0.4	0.6	62.3	445.6072447	140.5881714	452676.5871	4414763.839	1	380
1	2	2.2	0.35	1.95	88.7	410.5559832	199.7663856	452354.487	4414280.941	27	630
1	2	2	0.3	1.58	101.1	483.4713873	222.6867073	453702.7491	4414113.219	22	680
1	2	1.3	0.33	1.5	93.5	950.4792311	270.7437206	455216.6486	4412661.366	29	530
1	2	2.3	0.33	3	91.6	315.4144324	219.4662265	452119.0137	4415262.819	9	510
1	2	1.34	0.3	0.9	58.9	220.46822	102.1486332	454380.9206	4414662.224	13	340
1	2	2.5	0.3	2.96	54.3	497.463338	197.3562857	454638.374	4414793.61	30	455
3	0	1.1	0.3	9.9	238.8	1621.035747	2599.810571	458875.0816	4433674.227	27	1750
1	2	2.66	0.34	2.8	46.8	357.1901269	294.3426568	455611.9854	4423445.451	27	400
4	2	3	0.2	0.9	234	1351.067077	482.4977665	457350.9454	4423775.021	37	2455
1	2	4.5	0.31	3.5	101.7	677.2852534	360.8315324	456081.2637	4423979.738	27	688
2	2	2.7	0.3	4.98	156.8	679.5461334	360.0796416	455568.2406	4425536.368	31	1500
2	2	3	0.4	3.9	155.6	203.0063795	415.7762834	455318.3528	4425128.921	29	1250
1	2	2	0.2	0.9	53.2	450.7436164	506.8689048	455600.446	4424662.697	10	318
1	2	2	0.3	0.9	54.3	948.6581305	637.6830944	456761.155	4423961.258	9	299
2	2	2.5	0.3	3.5	187.6	812.779796	266.0308129	456020.7478	4425465.85	23	1070
2	2	2.6	0.33	1.8	135.8	1718.496653	844.1178464	457359.837	4423357.432	29	950
1	2	1.8	0.3	0.9	58	456.8341688	66.2572938	456443.5462	4423799.02	6	348
2	2	3.88	0.3	3.88	179	223.2435752	496.4051212	455443.3986	4424288.441	27	1550
1	2	2.9	0.38	1.69	136.2	1182.383461	344.9263174	456366.9049	4423063.978	22	690
1	2	1.2	0.3	0.5	36	367.9848517	218.050028	455152.8863	4425458.793	4	280
1	1	1.5	0.25	0.9	57.5	931.1033815	212.2763752	456229.4007	4423330.834	8	309
1	1	1.5	0.3	0.9	56	1286.936701	408.626595	456832.6171	4423631.387	9	305
2	2	2	0.31	2.3	142.5	1451.479872	272.821626	456786.6993	4423346.686	24	890
1	2	1.2	0.41	0.44	55.9	494.6707347	424.5173076	455505.4689	4425359.704	7	330
2	2	2.5	0.33	5.2	201.7	410.0734654	499.3760204	455498.2454	4424466.537	34	1430
2	2	1.2	0.3	0.9	168	310.1280834	258.4843898	455003.9862	4424745.595	42	1030
1	2	2	0.25	1.06	55.8	1410.992473	370.3131163	456547.9312	4422916.998	16	286
1	2	1.2	0.3	0.44	55	492.6320991	133.1378141	455249.4523	4425560.844	8	353
1	1	3.4	0.3	0.9	66.2	1768.285418	624.9143312	457117.8051	4423207.965	21	410
2	2	2.94	0.32	0.9	147.9	685.9844982	539.1034206	457253.8552	4425088.665	26	735
1	2	3.7	0.32	1.7	71.9	1248.454718	150.3455963	456530.0202	4423225.459	26	470
1	2	2.5	0.35	2.8	92.4	1507.754775	337.8079037	456792.3726	4423181.892	26	820
2	2	1.6	0.31	3.5	138.7	831.2020842	278.2514699	457293.7977	4424441.339	30	1180
2	1	1.71	0.35	2.15	111.9	732.5843348	233.006044	457312.9865	4424739.5	26	755
1	1	1.8	0.41	0.9	60.9	428.2921303	402.0430654	455805.5266	4423648.966	4	320
2	2	2.3	0.33	2.8	150.9	1245.444577	315.7374028	456380.0059	4422898.696	23	1200
1	1	3	0.4	2.98	117.3	1613.015742	251.7157047	456799.6062	4426917.119	24	710
2	2	2.9	0.37	1.04	116	1081.94839	584.0515195	457026.9754	4423903.031	22	630
3	2	2.3	0.33	2.8	217.4	1251.282952	128.8917498	456432.9553	4422704.387	23	1495
1	2	1.2	0.3	0.44	75.5	361.2672991	451.0134013	455408.1162	4425261.68	5	458
1	2	1.6	0.45	0.9	48	382.3256277	391.1073193	455219.2369	4424420.547	17	310
1	1	1.2	0.38	2.5	80	558.0470661	234.0913577	455785.3741	4424458.209	21	620
1	2	1.14	0.4	0.72	91.3	4743.953629	662.138242	441149.0102	4385903.491	31	436
2	2	1.79	0.3	3	139.6	3661.688133	862.7661528	440440.481	4386951.99	37	789
2	2	2.5	0.3	3.8	136.8	1475.987341	551.6775799	450721.625	4407557.186	37	828
2	2	1.29	0.37	1.8	137	1109.64817	1423.057814	452607.0867	4406838.586	24	688
2	0	2.2	0.3	5.9	198.7	1362.603438	1178.040762	451774.4643	4403034.607	38	1195
1	2	2	0.3	2.16	94	1384.530777	606.4346072	450559.4579	4404540.931	32	426
1	0	1.2	0.5	2.98	96.7	692.112146	655.8842406	450087.4816	4403693.459	32	518
1	1	2.5	0.2	0.6	64.3	1012.579363	260.7107531	451761.3178	4405928.7	27	272
2	2	2.5	0.3	3.5	89	1132.482563	1722.596214	453742.9478	4406235.316	42	560
2	2	2	0.2	0.7	138	1449.596618	562.18925	451046.2706	4407384.306	31	665
1	2	1.2	0.4	0.5	76.6	1460.481328	978.8975703	451017.3499	4403497.757	16	289
1	1	1.2	0.47	0.7	72.2	1666.526605	1130.035482	451211.4623	4403577.278	23	288
2	2	2.2	0.3	3.78	153	1240.291571	1234.904553	451906.3624	4402785.176	39	790
2	2	2.5	0.3	4.52	144.8	1425.394966	952.7958383	450442.9677	4407949.305	37	1150
2	1	1.6	0.45	1.65	123.7	658.9548888	619.8849127	449548.084	4403877.781	24	469
2	2	2.5	0.3	5.68	171	1895.067998	1392.964948	451584.8049	4403689.828	42	998
1	1	2.8	0.3	1.4	99.9	969.126449	1246.543987	452039.6748	4407178.703	25	468
1	1	1.4	0.4	0.85	84.3	605.9810223	1024.720705	453264.7634	4405379.709	24	435
1	2	1.05	0.35	0.5	69.6	1978.042652	600.0719621	450331.2988	4406492.588	19	268
2	2	1.8	0.3	4.3	106.5	422.8432552	1004.438256	453041.6245	4405998.341	36	690
1	2	3	0.3	3.9	84.4	586.0604981	1133.808338	453026.4071	4406209.254	35	589
2	2	1.5	0.3	1.4	121.1	1099.175247	1373.394366	453138.1551	4406972.124	24	628
1	1	1.83	0.2	0.9	62.1	1157.428941	820.0165383	451028.4439	4407726.439	35	260
1	2	1.3	0.25	0.5	95.4	1812.508045	813.7807193	451007.5556	4406207.623	21	372
1	1	1.2	0.3	0.5	55	1799.007722	857.7731784	450414.4777	4406186.297	23	219
1	2	2.1	0.3	0.6	74.7	1842.67798	754.4248258	450914.7297	4405902.858	16	315
3	2	2.5	0.35	4.52	183	1375.906658	781.3194727	450619.3183	4407795.191	36	1060
3	2	0.68	0.42	2.2	158	816.4115756	1280.658238	453557.0378	4405584.156	27	748
1	2	1.2	0.36	0.5	81.3	42.27352895	595.0868459	452728.7019	4405733.021	22	420
1	1	1.33	0.3	1.6	107.6	1200.445308	1261.477992	452115.4796	4406863.553	26	528
1	2	1.24	0.4	0.8	85.6	1120.832094	309.8107556	450210.3428	4404147.388	24	390
1	1	1.5	0.3	0.5	103.3	711.1067754	1176.816784	452853.0891	4406396.376	19	445
2	1	1.5	0.5	0.55	121.9	603.5341966	817.4021667	452407.3636	4406192.597	20	398
1	1	1.2	0.3	0.9	79.6	1339.606404	644.7699336	450887.832	4407601.934	36	358
2	2	1.67	0.38	1.33	114.7	931.097377	1162.912546	451875.8804	4407400.524	25	568
1	1	1.5	0.2	0.6	68.9	673.7535263	581.7856518	452142.7888	4405992.811	19	295
2	2	2.5	0.3	2.8	122.9	1654.332317	835.3560927	450377.2991	4406016.235	33	536
1	1	1.66	0.31	1.47	107.3	1097.080874	1544.639632	453012.7099	4406756.661	23	505
1	1	1.42	0.44	1.1	97	1822.796571	758.6678389	451066.9402	4406403.235	24	425
1	2	1	0.25	1	75.7	1094.063533	448.5742694	448350.0123	4403958.821	19	275
1	2	1.8	0.2	2.19	63.3	1095.061404	928.8589584	450911.4468	4407896.235	36	243
2	2	1.56	0.25	1.58	98.1	4156.45052	1086.453002	441357.0996	4386527.708	33	658
2	2	2.5	0.3	0.9	108	305.3743478	684.2622429	452611.227	4405967.806	33	460
1	1	1.79	0.19	0.9	68	1341.679374	554.0278754	450518.3826	4404850.884	15	246
1	1	1.6	0.3	2.28	95.2	826.3895458	410.7395369	450006.939	4403928.504	33	385
1	2	2.2	0.3	1.98	86	882.7094435	1050.120266	453540.1446	4405285.567	29	465
2	2	1.5	0.4	1.3	129	452.3583108	330.0684358	452295.2833	4405719.339	21	539
4	2	1.2	0.3	3.6	360.8	1351.786438	769.3412751	438174.2183	4431438.546	24	1500
3	2	1.28	0.35	2.5	390	601.7533946	330.880206	438074.173	4430095.354	27	1799
1	1	2	0.3	1.5	60.9	670.8714232	117.7881245	442819.8339	4416514.014	1	530
1	1	1.5	0.25	2.56	114.2	403.9424977	433.4831791	441613.448	4416734.204	22	880
1	1	2.66	0.3	0.5	61.3	182.2742786	193.8589264	442352.9757	4417086.331	12	620
1	1	1.4	0.25	0.4	44.9	47.08041567	203.0435789	442329.9186	4416930.343	13	500
1	1	1.2	0.3	0.55	75	4058.556422	328.5235107	421299.5717	4420467.913	36	200
1	2	1.02	0.35	1.25	82.3	389.562313	1194.91901	449107.5879	4435719.291	24	412
6	2	4.3	0.35	2.86	1526	534.387493	291.636671	449434.1303	4432051.491	29	7500
3	2	2.5	0.3	6.99	280	405.0615758	959.936145	453476.6723	4429904.39	33	3700
5	2	0.4	0.3	12.1	329.5	1066.121914	863.8857832	458478.7812	4431228.497	18	2850
2	2	1.1	0.3	0.9	118.8	1770.671232	1980.70179	459478.1885	4433851.339	41	650
6	2	0.55	0.4	8	1424.9	2048.802992	962.0828673	461283.8257	4431747.482	30	9499
3	2	0.59	0.55	7.95	371.6	1494.005844	918.2716386	458121.7913	4430610.391	26	2980
6	2	0.43	0.31	5.5	471	900.1083055	470.2231885	457470.1626	4431175.157	29	3999
2	2	0.7	0.4	5.7	251.2	766.8562429	857.1782381	451502.4088	4433970.144	31	2390
3	3	0.45	0.5	12.5	502.3	789.3671373	578.4831807	459730.7642	4431414.668	21	3700
1	2	0.5	0.3	2.36	99	631.8147337	1315.24566	453670.4303	4430211.71	30	938
7	2	0.5	0.5	2	330	1560.074923	586.5337111	459594.8867	4430497.753	25	2750
1	3	2.4	0.3	1.6	42.3	1185.803756	682.7302106	457694.0823	4430222.536	16	280
4	2	1	0.2	1.7	373	628.8386633	652.520817	432975.0771	4417005.093	36	1750
3	2	1.8	0.3	1	420	365.7537022	312.5598703	433403.2665	4416700.688	31	1680
4	2	3.43	0.3	2.6	384.1	356.6490705	204.0762733	435351.5732	4416655.781	28	1880
1	2	2.57	0.45	2.1	180	771.1406117	308.17403	431650.3518	4416246.927	21	1400
2	2	2.8	0.3	6.88	140.6	913.8352481	497.6764252	434060.1987	4412631.851	42	1050
4	2	0.6	0.3	7.9	264	836.9352865	615.5326253	461678.819	4434339.81	38	940
3	2	0.35	0.45	7.5	420	1518.364923	1252.136408	472553.7515	4440309.441	31	1680
1	2	4	0.3	3.88	119	692.0813954	425.7975357	452298.5845	4424553.497	34	1499
1	2	1.3	0.3	0.7	56	1105.69636	515.89203	432403.049	4417787.646	14	288
2	1	4	0.33	1.9	110.2	597.4768786	305.4764417	434470.7515	4417063.285	43	680
3	2	0.6	0.3	5.89	374.3	6544.746357	1628.764309	471299.8045	4448225.076	36	1300
1	1	1.2	0.3	0.5	74	1282.191123	382.0904489	432982.5822	4418123.647	19	418
1	1	0.65	0.45	1.68	54.3	1780.960862	1088.676328	428551.6953	4402204.682	29	262
1	2	3	0.52	0.5	127.6	5914.130845	748.2778402	470179.5099	4447332.804	25	294
5	0	1.5	0.3	3.98	211.6	2780.886125	748.4175493	471052.1535	4438985.397	41	810
4	2	0.5	0.3	3	265.6	6350.157032	2015.635908	476065.6637	4436820.216	21	1128
1	0	0.5	0.35	3.8	127.6	3489.198799	1550.334671	470783.0727	4444978.899	26	292
1	2	1.1	0.6	1.9	83.5	6340.455722	830.7809179	470206.6301	4447788.039	41	330
1	1	2.2	0.3	1.78	77.2	532.886904	946.6838549	448398.904	4432558.276	31	414
1	2	2	0.41	0.8	81.9	430.2804605	437.2750299	448333.7388	4433128.897	19	445
1	2	2.2	0.3	1.78	81.4	666.8583659	977.1625084	448243.3946	4432520.903	32	438
1	2	2.5	0.31	1	64.2	170.783481	391.2298947	448771.2743	4433137.632	17	339
1	2	2.4	0.35	1.88	89.8	463.0712864	540.1648841	448913.4451	4434009.798	29	610
1	2	2.3	0.31	0.8	108.5	87.58577582	675.4222708	448789.461	4432839.752	19	500
2	2	1.8	0.35	1.92	150.6	658.9493864	307.9181509	448860.9528	4433627.723	28	910
1	2	1.94	0.27	0.8	119.4	281.7922909	865.0149696	448797.9022	4432645.915	25	480
1	2	1.8	0.2	1	67.9	348.4574974	275.2964822	448810.2227	4433319.101	18	395
1	2	1.8	0.3	0.7	88.3	286.2168758	620.3438783	448463.938	4432877.148	26	475
1	2	1.8	0.3	0.7	89.1	163.2367548	639.6389223	448629.5984	4432846.474	25	468
1	2	2.29	0.36	1.97	77	336.5853376	451.0656951	440628.6803	4410377.908	31	430
4	2	1.08	0.42	2.4	380	1559.067361	668.6754381	439296.2283	4430684.002	32	5560
1	2	0.97	0.4	0.5	89.1	1399.856526	926.9119112	419854.762	4397972.67	19	230
1	1	2	0.32	0.5	86.7	375.3821743	278.4919646	418823.0467	4395612.264	25	233
1	1	1.2	0.3	0.5	66.2	766.2181488	756.6012975	419323.3081	4396159.435	39	243
1	1	1.3	0.35	0.4	89.5	1342.391487	157.9247721	424672.8377	4397775.84	21	268
2	2	2.2	0.3	3.6	89.2	3929.153613	1062.758897	426302.981	4392628.219	41	219
2	1	2.2	0.5	0.5	113.6	921.6960828	280.4050308	427365.234	4397049.868	26	315
1	2	2.32	0.3	3.68	66.1	1450.254743	521.9226879	426314.2964	4397951.958	37	232
1	2	3	0.3	0.6	71.6	2010.134281	750.6850693	426592.4433	4398538.704	19	201
1	3	2.83	0.35	0.5	80.7	843.8913106	576.8275944	426697.7592	4397370.403	22	245
2	3	2.07	0.3	3.8	253.2	1296.849527	1091.362217	430350.3359	4398971.431	37	1500
2	2	2	0.3	0.5	92.7	2019.044734	582.2794616	427263.1351	4400140.661	10	200
1	2	2	0.3	1.3	89.5	2321.586568	496.6193775	424305.971	4398897.975	31	218
1	2	2.2	0.3	1.65	58	264.7907269	258.1223849	426400.9552	4396707.299	31	215
1	1	2	0.3	0.5	94.4	1620.895344	505.1769093	426590.2079	4398150.59	23	208
2	2	2	0.6	0.56	111	2324.45213	691.2465286	424774.2817	4398839.904	30	249
2	1	2.8	0.3	0.5	143.4	2373.979985	998.3056106	426733.6135	4398962.292	38	650
2	2	2.48	0.3	1.5	145.1	1841.819613	381.7739694	425548.8764	4398388.928	25	380
2	2	3	0.43	1.63	124.7	1322.756045	334.2531756	425343.0862	4397890.988	25	390
2	2	1.6	0.3	1.98	157.5	1613.884093	374.5213216	427426.5736	4397917.821	32	460
1	2	1.05	0.3	1	52.5	1820.993641	514.4282015	427433.0224	4398293.005	25	218
2	2	2.8	0.3	2.65	127.2	572.9963203	546.4357911	429332.825	4396856.675	38	529
1	2	3.5	0.4	0.5	92.9	603.8925339	539.1948605	426826.3285	4397093.351	24	272
1	2	2.87	0.3	3.6	75.8	419.3139869	265.3536641	429339.4876	4397413.273	38	315
1	2	2.12	0.3	0.55	72.6	1907.511215	332.8747015	425063.5219	4398465.694	14	208
1	1	2	0.4	1.2	71.9	2734.502322	326.1055855	426480.5824	4400104.382	16	205
1	2	1.2	0.2	0.5	84.7	2974.527858	422.3506053	426291.9743	4400294.628	18	237
1	1	1.17	0.35	1.5	130.6	2707.438434	611.1873148	426161.1972	4399198.173	28	400
2	2	2.81	0.31	0.5	162.9	2542.684841	377.0698704	425615.4265	4399085.484	25	398
2	2	1.26	0.39	0.65	135	2814.126163	811.6916178	424872.3648	4399352.886	27	320
1	2	1.56	0.3	2.56	80.3	3157.034237	561.71083	426231.2507	4400621.472	36	269
2	2	2.2	0.3	4.3	122	502.3824721	247.1622557	427055.5157	4396319.31	40	520
2	1	2.2	0.35	1	120.1	2478.592703	808.661476	426523.9556	4399004.608	26	328
1	0	2	0.3	3.48	89	4869.958025	538.7551928	425371.0744	4391719.911	40	221
1	2	1.3	0.35	0.5	99	1204.88893	253.0970784	424272.5353	4397765.132	33	275
1	2	1.19	0.22	0.5	85.4	1714.097795	222.6808134	424537.4823	4398211.319	18	225
1	2	1.6	0.45	2.1	81.1	597.0270234	666.9794076	429268.8529	4399844.713	35	302
1	1	3	0.4	0.5	86.5	1235.519365	389.3574742	425793.5202	4397688.207	27	255
1	2	2.5	0.1	1.31	104	1290.068046	482.220283	426046.2748	4397695.926	24	250
1	1	2.3	0.3	1	91.3	1541.953868	197.359429	424601.2554	4397997.024	22	235
